2015,"Advertising, marketing and public relations managers",70424
2015,Software engineers and designers,73763
2015,"Air pilots, flight engineers and flying instructors",75296
2015,Announcers and other broadcasters,34944
2015,Architects,70411
2015,Dancers,29088
